sno,sna,sarea,total,ar,latitude,longitude,snaen,sareaen,aren
500101179,YouBike2.0_捷運東門站(5號出口),大安區,28,信義路二段178號前,25.03363,121.52962,YouBike2.0_MRT Dongmen Sta. (Exit 5),Daan Dist.,No. 178， Sec. 2， Xinyi Rd.
500101180,YouBike2.0_仁愛路四段48巷口,大安區,12,仁愛路四段48巷/東豐街(北側),25.03597,121.54693,YouBike2.0_Ln. 48， Sec. 4， Ren'ai Rd.,Daan Dist.,Ln. 48， Sec. 4， Ren'ai Rd. & Dongfeng St. Intersection (North)
500101181,YouBike2.0_捷運公館站(3號出口),大安區,99,捷運公館站(3號出口)西側,25.01551,121.53374,YouBike2.0_MRT Gongguan Sta.(Exit.3),Daan Dist.,MRT Gongguan Sta.(Exit.3)(West)
500101182,YouBike2.0_臺北科技大學(電機工程系),大安區,16,忠孝東路三段100號對側,25.04196,121.53653,YouBike2.0_NTUT(EE),Daan Dist.,No. 100， Sec. 3， Zhongxiao E. Rd. (Opposite)
500101184,YouBike2.0_新生南路三段94巷口,大安區,15,新生南路三段94號前,25.01744,121.53334,YouBike2.0_Ln. 94， Sec. 3， Xinsheng S. Rd. Intersection,Daan Dist.,No. 94， Sec. 3， Xinsheng S. Rd.
500101185,YouBike2.0_辛亥新生路口西北側,大安區,24,辛亥路一段/新生南路三段(西北側),25.02267,121.5341,YouBike2.0_Xinhai Rd. & Xinsheng S. Rd. Intersection,Daan Dist.,Sec. 1， Xinhai Rd. & Sec. 3， Xinsheng S. Rd. Intersection (Northwest)
500101186,YouBike2.0_捷運大安站(6號出口),大安區,29,復興南路一段303號前,25.03479,121.54376,YouBike2.0_MRT Da’an Sta. (Exit 6),Daan Dist.,No. 303， Sec. 1， Fuxing S. Rd.
500101187,YouBike2.0_臥龍街195巷口,大安區,14,臥龍街/臥龍街195巷(南側),25.01783,121.55224,YouBike2.0_Ln. 195， Wolong St.,Daan Dist.,Wolong St. / Ln. 195， Wolong St. Intersection (South)
500101188,YouBike2.0_辛亥路三段157巷口,大安區,27,辛亥路三段與辛亥路三段157巷口西北側,25.01727,121.54904,YouBike2.0_Ln. 157， Sec. 3， Xinhai Rd.,Daan Dist.,Sec. 3， Xinhai Rd. & Ln. 157， Sec. 3， Xinhai Rd. Intersection (Northwest)
500101189,YouBike2.0_臥龍基隆路口,大安區,28,臥龍街與基隆路二段口東北側,25.02039,121.54853,YouBike2.0_Wolong St. & Xinyi Rd. Intersection,Daan Dist.,Wolong St. & Sec. 2， Xinyi Rd. Intersection (Northeast)
500101190,YouBike2.0_敦親公園,大安區,26,和平東路二段96巷8之1號(前方),25.02347,121.54108,YouBike2.0_Dunchin Park,Daan Dist.,No. 8-1， Ln. 96， Sec. 2， Heping E. Rd.
500101191,YouBike2.0_大安運動中心,大安區,33,辛亥路三段55號前方人行道(大安運動中心),25.02054,121.54561,YouBike2.0_Taipei Daan Sports Center,Daan Dist.,No. 55， Sec. 3， Xinhai Rd.
500101192,YouBike2.0_和平敦化路口,大安區,36,和平東路三段 / 敦化南路二段口(東側),25.02444,121.54908,YouBike2.0_Heping Rd. & Dunhua Rd. Intersection,Daan Dist.,Sec. 3， Heping E. Rd. & Sec. 2， Dunhua S. Rd. Intersection (East)
500101193,YouBike2.0_基隆長興路口,大安區,51,基隆路/長興街(東南側),25.01705,121.54435,YouBike2.0_Keelung Rd. & Changxing St. Intersection,Daan Dist.,Keelung Rd. & Changxing St. Intersection (Southeast)
500101194,YouBike2.0_仁愛路四段122巷口,大安區,25,仁愛路四段118號前,25.03762,121.55009,YouBike2.0_Ln. 122， Sec. 4， Ren'ai Rd.,Daan Dist.,No. 188， Sec. 4， Ren'ai Rd.
500101196,YouBike2.0_市民敦化路口,大安區,32,敦化南路一段111號前,25.04464,121.54944,YouBike2.0_Civic Blvd. & Dunhua Rd. Intersection,Daan Dist.,No. 111， Sec. 1， Dunhua S. Rd.
500101197,YouBike2.0_忠孝東路四段49巷口,大安區,15,忠孝東路四段55號前,25.04172,121.54541,YouBike2.0_Ln. 49， Sec. 4， Zhongxiao E. Rd.,Daan Dist.,No. 55， Sec. 4， Zhongxiao E. Rd.
500101198,YouBike2.0_市民復興路口(東南側),大安區,16,市民大道四段/復興路一段口(東南側),25.04472,121.54401,YouBike2.0_Civic Blvd. & Fuxing Rd. Intersection (Southeast),Daan Dist.,Sec. 4， Civic Blvd. & Sec. 1， Fuxing S. Rd. Intersection (Southeast)
500101199,YouBike2.0_和平新生路口西南側,大安區,17,新生南路三段2號前,25.02604,121.534,YouBike2.0_Heping Rd. & Xinsheng S. Rd. Intersection (Southwest),Daan Dist.,No. 2， Sec. 3， Xinsheng S. Rd.
500101200,YouBike2.0_全安公園,大安區,16,安和路二段227巷16號對側,25.02535,121.55101,YouBike2.0_Quanan Park,Daan Dist.,No. 16， Ln. 227， Sec. 2， Anhe Rd. (Opposite)
500101201,YouBike2.0_信義路三段134巷口,大安區,19,信義路三段/信義路三段134巷口,25.03333,121.53968,YouBike2.0_Ln. 134， Sec. 3， Xinyi Rd.,Daan Dist.,Sec. 3， Xinyi Rd. & Ln. 134， Sec. 3， Xinyi Rd. Intersection
500101202,YouBike2.0_仁愛敦南圓環(東南側),大安區,16,仁愛路四段110號前,25.03715,121.54936,YouBike2.0_Renai Dunnan Traffic Cir (Southeast),Daan Dist.,No. 110， Sec. 4， Ren'ai Rd.
500101203,YouBike2.0_臺北遠企購物中心,大安區,33,敦化南路二段201號前,25.02709,121.54902,YouBike2.0_Chenggong Public House,Daan Dist.,No. 201， Sec. 2， Dunhua S. Rd.
500101204,YouBike2.0_外交部外交及國際事務學院,大安區,26,敦化南路一段280號,25.0371,121.54839,YouBike2.0_Institute of Diplomacy and International Affairs,Daan Dist.,No. 280， Sec. 1， Dunhua S. Rd.
500101205,YouBike2.0_四維路170巷口,大安區,22,敦化南路二段92號對側中央分隔島,25.02821,121.54864,YouBike2.0_Ln. 170， Siwei Rd.,Daan Dist.,No. 92， Sec. 2， Dunhua S. Rd. (Opposite)
500101206,YouBike2.0_捷運大安站(3號出口),大安區,46,信義路三段184號前,25.03328,121.5425,YouBike2.0_MRT Da’an Sta. (Exit 3),Daan Dist.,No. 184， Sec. 3， Xinyi Rd.
500101207,YouBike2.0_捷運臺電大樓站(2號出口)_1,大安區,38,羅斯福路三段201號旁,25.02055,121.52855,YouBike2.0_MRT Taipower Building Sta. (Exit 2)_1,Daan Dist.,No. 201， Sec. 3， Roosevelt Rd.
500101208,YouBike2.0_信義路四段199巷,大安區,15,信義路四段199巷/安和路一段90巷口,25.03459,121.55164,YouBike2.0_Ln. 199， Sec. 4， Xinyi Rd.,Daan Dist.,Ln. 199， Sec. 4， Xinyi Rd. & Ln. 90， Sec. 1， Anhe Rd. Intersection
500101209,YouBike2.0_臺大資訊大樓,大安區,40,辛亥路二段(臺大外語學院外),25.02101,121.54153,YouBike2.0_NTU Information Building,Daan Dist.,Sec. 2， Xinhai Rd.(NTU Language Center)
500101210,YouBike2.0_敦化南路二段81巷,大安區,40,敦化南路二段與敦化南路二段81巷口西北側,25.03002,121.54893,YouBike2.0_Ln. 81， Sec. 2， Dunhua S. Rd.,Daan Dist.,Sec. 2， Dunhua S. Rd. & Ln. 81， Sec. 2， Dunhua S. Rd. Intersection (Northwest)
500101211,YouBike2.0_原臺北刑務所官舍,大安區,23,金華街78號對側,25.03054,121.52466,YouBike2.0_Former Taipei Prison Office,Daan Dist.,No. 78， Jinhua St. (Opposite)
500101212,YouBike2.0_捷運國父紀念館站(1號出口),大安區,27,光復南路200巷26號東側,25.04205,121.55657,YouBike2.0_MRT S.Y.S Memorial Hall Sta. (Exit 1),Daan Dist.,No. 26， Ln. 200， Guangfu S. Rd. (East)
500101213,YouBike2.0_懷生國中,大安區,15,忠孝東路三段248巷30號,25.0401,121.54122,YouBike2.0_Huai Sheng Junior High School,Daan Dist.,No. 30， Ln. 248， Sec. 3， Zhongxiao E. Rd.
500101214,YouBike2.0_仁愛敦南圓環(西北側),大安區,20,仁愛路四段85號前,25.03827,121.54802,YouBike2.0_Renai Dunnan Traffic Cir (Northwest),Daan Dist.,No. 85， Sec. 4， Ren'ai Rd
500101215,YouBike2.0_立人國小,大安區,17,安和路二段/敦化南路二段81巷(西南側),25.02974,121.55146,YouBike2.0_Lih Jen International Private Elementary and Middle School,Daan Dist.,Sec. 2， Anhe Rd. & Ln. 81， Sec. 2， Dunhua S. Rd. Intersection (Southwest)
500101216,YouBike2.0_和平東路二段18巷口,大安區,24,辛亥路二段43號前,25.02268,121.53608,YouBike2.0_Ln. 18， Sec. 2， Heping E. Rd.,Daan Dist.,No. 43， Sec. 2， Xinhai Rd.
500101217,YouBike2.0_捷運大安站(5號出口),大安區,26,復興南路二段/信義路四段(東南側),25.03303,121.54372,YouBike2.0_MRT Da’an Sta. (Exit 5),Daan Dist.,Sec. 2， Fuxing S. Rd. & Sec. 4， Xinyi Rd. Intersection (Southeast)
500101218,YouBike2.0_臨江公園,大安區,23,通化街143巷33號對側,25.02832,121.55592,YouBike2.0_Linjiang Park,Daan Dist.,No. 33， Ln. 143， Tonghua St. (Opposite)
500101219,YouBike2.0_羅斯福路四段113巷19弄口,大安區,14,羅斯福路四段119巷84號對側,25.01027,121.53998,YouBike2.0_Aly. 19， Ln. 113， Sec. 4， Roosevelt Rd.,Daan Dist.,No. 84， Ln. 119， Sec. 4， Roosevelt Rd. (Opposite)
500101221,YouBike2.0_忠孝東路四段248巷口,大安區,25,忠孝東路四段230號前,25.04132,121.55393,YouBike2.0_Ln. 248， Sec. 4， Zhongxiao E. Rd.,Daan Dist.,No. 230， Sec. 4， Zhongxiao E. Rd.
500101222,YouBike2.0_仁愛延吉路口(西北側),大安區,18,仁愛路四段363號前,25.03795,121.55466,YouBike2.0_Ren'ai Rd. & Yanji St. Intersection (Northwest),Daan Dist.,No. 363， Sec. 4， Ren'ai Rd.
500101223,YouBike2.0_樂利路101巷口,大安區,13,樂利路97號前,25.02528,121.55224,YouBike2.0_Ln. 101， Leli Rd.,Daan Dist.,No. 97， Leli Rd.
500101224,YouBike2.0_羅斯福浦城街口,大安區,15,羅斯福路三段117號前,25.02208,121.52678,YouBike2.0_Roosevelt Rd. & Pucheng St. Intersection,Daan Dist.,No. 117， Sec. 3， Roosevelt Rd.
500101225,YouBike2.0_敦化南路一段295巷口,大安區,18,敦化南路一段295巷1號,25.03551,121.54951,YouBike2.0_Ln. 295， Sec. 1， Dunhua S. Rd.,Daan Dist.,No. 1， Ln. 295， Sec. 1， Dunhua S. Rd.
500101226,YouBike2.0_通安區民活動中心,大安區,28,通安街129號對面,25.02942,121.55294,YouBike2.0_Ln. 108， Tong'an St.,Daan Dist.,No. 129， Tong'an St. (Opposite)
500101227,YouBike2.0_復興忠孝東路口(東南側),大安區,28,復興南路一段191號前,25.04061,121.54389,YouBike2.0_Zhongxiao E. Rd. & Fuxing S. Rd. Intersection (Southeast),Daan Dist.,No. 191， Sec. 1， Fuxing S. Rd.
500101228,YouBike2.0_仁愛大安路口(東北側),大安區,21,仁愛路四段37號前,25.03813,121.54631,YouBike2.0_Ren'ai Rd. & Da'an Rd. Intersection (Northeast),Daan Dist.,No. 37， Sec. 4， Ren'ai Rd.
500101229,YouBike2.0_臺灣師範大學(浦城街),大安區,15,浦城街1號對側,25.02476,121.52803,YouBike2.0_National Taiwan Normal University (Pucheng St.),Daan Dist.,No. 1， Pucheng St. (Opposite)
500101230,YouBike2.0_安和路二段69巷口,大安區,20,安和路二段/安和路二段69巷,25.03056,121.55252,YouBike2.0_Ln. 69， Sec. 2， Anhe Rd.,Daan Dist.,Sec. 2， Anhe Rd. & Ln. 69， Sec. 2， Anhe Rd. Intersection
500101231,YouBike2.0_大安國小,大安區,25,臥龍街131巷11弄與樂業街108巷口,25.02014,121.55084,YouBike2.0_DaAn Elementary School,Daan Dist.,Aly. 11， Ln. 131， Wolong St. & Ln. 108， Leye St. Intersection
500101232,YouBike2.0_捷運古亭站(3號出口),大安區,15,羅斯福路二段81-1號前,25.02572,121.52359,YouBike2.0_MRT Guting Sta. (Exit 3),Daan Dist.,No. 81-1， Sec. 2， Roosevelt Rd.
500101233,YouBike2.0_捷運忠孝復興站(3號出口),大安區,37,忠孝東路四段48號前,25.04152,121.54414,YouBike2.0_MRT Zhongxiao Fuxing Sta. (Exit 3),Daan Dist.,No. 48， Sec. 4， ZhongXiao E. Rd.
500101234,YouBike2.0_和平東路二段90巷,大安區,20,和平東路二段90巷/和平東路二段76巷5弄,25.02468,121.53965,YouBike2.0_Ln. 90， Sec. 2， HePing E. Rd.,Daan Dist.,Ln. 90， Sec. 2， HePing E. Rd. & Aly. 5， Ln. 76， Sec. 2， HePing E. Rd. Intersection
500101235,YouBike2.0_光復南路420巷口,大安區,16,光復南路438號,25.03601,121.55742,YouBike2.0_Ln. 420， GuangFu S. Rd.,Daan Dist.,No. 438， GuangFu S. Rd.
500101236,YouBike2.0_富陽臥龍街口,大安區,18,富陽街129號前,25.0187,121.55688,YouBike2.0_FuYang St. & WoLong St. Intersection,Daan Dist.,No. 129， FuYang St.
500101237,YouBike2.0_仁愛復興路口,大安區,25,仁愛路四段1號前,25.03817,121.544,YouBike2.0_RenAi Rd. & FuXing Rd. Intersection,Daan Dist.,No. 1， Sec. 4， RenAi Rd.
500101238,YouBike2.0_仁愛敦南圓環(東側),大安區,16,仁愛路四段121號,25.03804,121.55042,YouBike2.0_RenAi DunNan Traffic Circle  (East),Daan Dist.,No. 121， Sec. 4， RenAi Rd.
500101239,YouBike2.0_古風公園,大安區,15,龍泉街93巷7號對側,25.02187,121.52912,YouBike2.0_GuFeng Park,Daan Dist.,No. 7， Ln. 93， LongQuan St. (Opposite)
500101240,YouBike2.0_和平東路二段76巷,大安區,40,和平東路二段96巷20弄2號旁,25.02263,121.53906,YouBike2.0_Ln. 76， Sec. 2， HePing E. Rd.,Daan Dist.,No. 2， Aly. 20， Ln. 96， Sec. 2， HePing E. Rd.
500101241,YouBike2.0_敦化信義路口(東南側),大安區,20,敦化南路二段9號,25.03276,121.54907,YouBike2.0_DunHua S. Rd. & XinYi Rd. Intersection (Southeast),Daan Dist.,No. 9， Sec. 2， DunHua S. Rd.
500101242,YouBike2.0_和平東路三段308巷口,大安區,14,樂業街173號對側,25.01883,121.5544,YouBike2.0_Ln. 308， Sec. 3， HePing E. Rd.,Daan Dist.,No. 173， LeYe St. (Opposite)
500101243,YouBike2.0_忠孝建國路口(東南側),大安區,21,忠孝東路三段132號前,25.04159,121.5378,YouBike2.0_ZhongXiao E. Rd. & JianGuo S. Rd. Intersection (Southeast),Daan Dist.,No. 132， Sec. 3， ZhongXiao E. Rd.
500101244,YouBike2.0_浦城街26巷,大安區,17,浦城街26巷8號對面,25.02324,121.52618,YouBike2.0_Ln. 26， PuCheng St.,Daan Dist.,No. 8， Ln. 26， PuCheng St. (Opposite)
500101245,YouBike2.0_青峰活動中心,大安區,25,辛亥路三段(青峰活動中心),25.01524,121.55121,YouBike2.0_Qingfeng Activity Center,Daan Dist.,Sec. 3， XinHai Rd. (Qingfeng Activity Center)
500101246,YouBike2.0_忠孝東路三段216巷口,大安區,28,忠孝東路三段218號前,25.04157,121.5402,YouBike2.0_Ln. 216， Sec. 3， ZhongXiao E. Rd.,Daan Dist.,No. 218， Sec. 3， ZhongXiao E. Rd.
500101247,YouBike2.0_捷運忠孝復興站(4號出口),大安區,25,忠孝東路四段7號前,25.04173,121.54412,YouBike2.0_MRT Zhongxiao Fuxing Sta. (Exit 4),Daan Dist.,No. 7， Sec. 4， ZhongXiao E. Rd.
500101248,YouBike2.0_和平溫州街口,大安區,23,和平東路一段187號(前),25.02634,121.53342,YouBike2.0_HePing E. Rd. & WenZhou St. Intersection,Daan Dist.,No. 187， Sec. 1， HePing E. Rd.
500101250,YouBike2.0_國立臺北教育大學創意館,大安區,32,復興南路二段337巷6弄14號對側,25.02305,121.54394,YouBike2.0_NTUE Creative Building,Daan Dist.,No. 14， Aly. 6， Ln. 337， Sec. 2， FuXing S. Rd.
500101251,YouBike2.0_捷運忠孝復興站(1號出口),大安區,27,忠孝東路三段303號,25.04199,121.54362,YouBike2.0_MRT Zhongxiao Fuxing Sta. (Exit 1),Daan Dist.,No. 303， Sec. 3， ZhongXiao E. Rd.
500101252,YouBike2.0_政大公企中心,大安區,13,金華街187號(後方人行道),25.03076,121.52781,YouBike2.0_NCCU CPBAE,Daan Dist.,No. 187， JinHua St.
500101253,YouBike2.0_大安路二段90巷口,大安區,19,大安路二段55號(對面),25.03117,121.54602,YouBike2.0_Ln. 90， Sec. 2， DaAn Rd.,Daan Dist.,No. 55， Sec. 2， DaAn Rd.
500101254,YouBike2.0_師大附中運動中心,大安區,33,信義路三段111巷143號(旁),25.03626,121.53997,YouBike2.0_HSNU Sports Center,Daan Dist.,No. 143， Ln. 111， Sec. 3， XinYi Rd.
500101256,YouBike2.0_敦化基隆路口(東北側),大安區,22,敦化南路二段333號(前),25.02196,121.54899,YouBike2.0_KeeLung Rd. & DunHua S. Rd. Intersection (Northeast),Daan Dist.,No. 333， Sec. 2， DunHua S. Rd.
500101257,YouBike2.0_龍圖公園,大安區,20,復興南路二段78巷42弄5號對面,25.0305,121.54184,YouBike2.0_Longtu Park,Daan Dist.,No. 5， Aly. 42， Ln. 78， Sec. 2， FuXing S. Rd. (Opposite)
500103001,YouBike2.0_延平國宅,大同區,30,延平北路五段1-1號(對面),25.07894,121.51121,YouBike2.0_Yanping Public Housing,Datong Dist,No. 1-1， Sec. 5， Yanping N. Rd. (Opposite)
500103002,YouBike2.0_臺北市立圖書館大同分館,大同區,40,重慶北路三段318號旁,25.0741,121.51349,YouBike2.0_Taipei Public Library DaTong Branch,Datong Dist,No. 318， Sec. 3， Chongqing N Rd.
500103003,YouBike2.0_合昌宮,大同區,15,環河北路二段371號旁,25.07717,121.50934,YouBike2.0_Hechang Temple,Datong Dist,No. 371， Sec. 2， Huanhe N. Rd.
500103004,YouBike2.0_民族延平路口,大同區,36,延平北路三段123號北側,25.06864,121.5107,YouBike2.0_Minzu Rd. & Yanping Rd. Intersection,Datong Dist,No. 123， Sec. 3， Yanping N. Rd. (North)
500103005,YouBike2.0_重慶酒泉街口,大同區,44,重慶北路三段260號前,25.07158,121.51368,YouBike2.0_Chongqing Rd. & Jiuquan St. Intersection,Datong Dist,No. 260， Sec. 3， Chongqing N. Rd.
500103006,YouBike2.0_樹德公園,大同區,14,大龍街85巷12號對側,25.06647,121.5165,YouBike2.0_Shude Park,Datong Dist,No. 12， Ln. 85， Dalong St. (Opposite)
500103007,YouBike2.0_陳天來故居,大同區,16,西寧北路112號前方,25.05601,121.50895,YouBike2.0_Chen Tian-lai Residence,Datong Dist,No. 112， Xining N. Rd.
500103008,YouBike2.0_臺北孔廟,大同區,37,哈密街61號口對側人行道,25.07378,121.51583,YouBike2.0_Taipei Confucius Temple,Datong Dist,No. 61， Hami St. Intersection (Opposite)
500103009,YouBike2.0_捷運圓山站(1號出口),大同區,81,捷運圓山站(1號出口)東側,25.07133,121.52024,YouBike2.0_MRT Yuanshan Sta. (Exit 1),Datong Dist,MRT Yuanshan Sta. (Exit 1) (East)
500103010,YouBike2.0_酒泉延平路口,大同區,41,酒泉街235號前,25.0722,121.51057,YouBike2.0_Jiuquan St. & Yanping Rd. Intersection,Datong Dist,No. 235， Jiuquan St.
500103011,YouBike2.0_重慶國中,大同區,64,敦煌路19號前,25.07567,121.51862,YouBike2.0_Chongqing Junior High School,Datong Dist,No. 19， Dunhuang Rd.
500103012,YouBike2.0_重慶北路三段383巷口,大同區,25,敦煌路與重慶北路三段383巷口,25.07598,121.51409,YouBike2.0_Ln. 383， Sec. 3， Chongqing N Rd. Intersection,Datong Dist,Dunhuang Rd. & Ln. 383， Sec. 3， Chongqing N Rd. Intersection
500103013,YouBike2.0_台北數位產業園區,大同區,24,承德路三段287號前方,25.07447,121.52003,YouBike2.0_DigiBlock Taipei,Datong Dist,No. 287， Sec. 3， Chengde Rd.
500103019,YouBike2.0_民權延平路口(西北側),大同區,20,民權西路239號前方,25.06326,121.51099,YouBike2.0_Minquan Rd. & Yanping Rd. Intersection (Northwest),Datong Dist,No. 239， Minquan W. Rd.
500103020,YouBike2.0_民權迪化街口,大同區,47,民權西路與迪化街一段口(橋墩下),25.06327,121.50943,YouBike2.0_Minquan Rd. & Dihua St. Intersection,Datong Dist,Minquan W. Rd. & Sec. 1， Dihua St. Intersection (Under Bridge)
500103021,YouBike2.0_大稻埕公園,大同區,35,安西街1巷7號(對側),25.05915,121.51033,YouBike2.0_Dadaocheng Park,Datong Dist,No. 7， Ln. 1， Anxi St. (Opposite)
500103022,YouBike2.0_大龍老人住宅,大同區,14,民族西路82號前方,25.06853,121.51729,YouBike2.0_Dalong Old People Housing,Datong Dist,No. 82， Minzu W. Rd.
500103023,YouBike2.0_大龍峒社會住宅,大同區,34,承德路三段210號旁,25.0708,121.51826,YouBike2.0_Dalongdong Social Housing,Datong Dist,No. 210， Sec. 3， Chengde Rd.
500103024,YouBike2.0_捷運大橋頭站(2號出口),大同區,57,捷運大橋頭站(2號出口)西側,25.06314,121.51308,YouBike2.0_MRT Daqiaotou Sta. (Exit 2),Datong Dist,MRT Daqiaotou Sta. (Exit 2) (West)
500103025,YouBike2.0_捷運大橋頭站(1A出口),大同區,30,民權西路237號旁,25.06325,121.51162,YouBike2.0_MRT Daqiaotou Sta. (Exit 1A),Datong Dist,No. 237， Minquan W Rd.
500103026,YouBike2.0_捷運民權西路站(2號出口),大同區,25,捷運民權西路站(2號出口)西側,25.06174,121.51969,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 2),Datong Dist,MRT Minquan W. Rd. Sta. (West)
500103027,YouBike2.0_捷運雙連站(2號出口),大同區,41,萬全街22號對面,25.05826,121.52063,YouBike2.0_MRT Shuanglian Sta. (Exit 2),Datong Dist,No. 22， Wanquan St. (Opposite)
500103028,YouBike2.0_捷運北門站(3號出口),大同區,62,塔城街與鄭州路口西南側,25.04991,121.5104,YouBike2.0_MRT Beimen. (Exit 3),Datong Dist,Tacheng St. & Zhengzhou Rd. Intersection (Southwest)
